,name,link,min_salary,max_salary,currency,employer,site_name
0,Junior Associate (Italian language),https://hh.ru/vacancy/51400340?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,1000,1000,EUR,Павия и Ансальдо,hh.ru
1,Технический переводчик,https://hh.ru/vacancy/51168870?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,1200,1200,бел.руб.,ОДО Мироздание,hh.ru
2,"Менеджер по развитию партнерских сетей со знанием английского, испанского французского (remote work)",https://hh.ru/vacancy/51213890?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,300,300,EUR,Jooble,hh.ru
3,Переводчик,https://hh.ru/vacancy/47692209?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,300000,300000,руб.,АО Точэлектромаш,hh.ru
4,Переводчик с английского языка,https://hh.ru/vacancy/51026593?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,400,400,USD,Data group,hh.ru
5,Translator (English),https://hh.ru/vacancy/51074178?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,100000,100000,руб.,HR Consulting,hh.ru
6,Старший менеджер-координатор переводческих проектов,https://hh.ru/vacancy/51189846?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,80000,80000,руб.,Amaranthe Translations,hh.ru
7,Менеджер-переводчик в бюро переводов,https://hh.ru/vacancy/51499979?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,Мастер перевода,hh.ru
8,Переводчик,https://hh.ru/vacancy/51069073?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,2000000,2000000,сум,ООО ISHONCH KREDIT SAVDO,hh.ru
9,Персональный ассистент-переводчик английского языка в Банк,https://hh.ru/vacancy/51497617?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,руб.,Банк,hh.ru
10,Переводчик (английский язык),https://hh.ru/vacancy/51426008?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,25000,25000,руб.,ООО Империал,hh.ru
11,Удаленный переводчик,https://hh.ru/vacancy/50711862?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Рес,hh.ru
12,Product Owner for Machine Translation Hub (remote),https://hh.ru/vacancy/51411945?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,4000,4000,USD,"Intento, Inc.",hh.ru
13,Переводчик-копирайтер со знанием английского языка,https://hh.ru/vacancy/48757577?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,500,500,USD,Cool.club,hh.ru
14,Бизнес-ассистент / Переводчик,https://hh.ru/vacancy/50574219?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,"АО ВАН МЕЕР, представительство",hh.ru
15,Гид - переводчик/стажер,https://hh.ru/vacancy/51473284?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,ООО Продвижение,hh.ru
16,Translator (письменный переводчик английского языка в сфере финансов),https://hh.ru/vacancy/50954395?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Invest Heroes,hh.ru
17,Корректор в Центр переводов,https://hh.ru/vacancy/51495394?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,38000,38000,руб.,ООО Единый центр документов,hh.ru
18,Ассистент со знанием английского языка,https://hh.ru/vacancy/50960814?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,ООО Премьер-Энерго,hh.ru
19,Ассистент/ менеджер международных проектов (ВЭД) / координатор-переводчик,https://hh.ru/vacancy/48488163?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,70000,70000,руб.,ООО Бозон,hh.ru
20,"Переводчик китайского языка (г. Большой Камень, Приморский край)",https://hh.ru/vacancy/51453145?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО СиАрСиСи Рус,hh.ru
21,Переводчик китайского языка,https://hh.ru/vacancy/51166634?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Шанхай Спецтехника,hh.ru
22,Ассистент-переводчик,https://hh.ru/vacancy/50842282?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,NSHR Рекрутинг и не только,hh.ru
23,Специалист со знанием китайского языка (переводчик),https://hh.ru/vacancy/51459372?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Энергия,hh.ru
24,Проджект менеджер / РМ со знанием английского языка,https://hh.ru/vacancy/51434271?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,70000,70000,руб.,Partnerkin,hh.ru
25,Переводчик,https://hh.ru/vacancy/51431559?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Альтернативная Генерирующая Компания -1,hh.ru
26,Переводчик в группу технического перевода,https://hh.ru/vacancy/50949151?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,65000,65000,руб.,ООО Велесстрой,hh.ru
27,Переводчик с английского языка,https://hh.ru/vacancy/51469425?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Петербургское бюро переводов,hh.ru
28,Переводчик (корейский язык),https://hh.ru/vacancy/51482996?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,АО ЛОТТЕ Рахат,hh.ru
29,Переводчик/Копирайтер (Английский),https://hh.ru/vacancy/51399443?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,25000,25000,руб.,Клиенты Из интернеТа,hh.ru
30,Переводчик с английского языка,https://hh.ru/vacancy/49898865?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,51000,51000,руб.,ООО СКС,hh.ru
31,Переводчик,https://hh.ru/vacancy/51431560?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Альтернативная Генерирующая Компания -1,hh.ru
32,Translator,https://hh.ru/vacancy/51412596?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ТОО Senimdi Kurylys,hh.ru
33,Лингвист переводчик (английский-немецкий),https://hh.ru/vacancy/51414924?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,70000,70000,руб.,ООО Персона,hh.ru
34,Менеджер по работе с переводчиками,https://hh.ru/vacancy/51458170?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,"РОЙД, Бюро переводов",hh.ru
35,Переводчик,https://hh.ru/vacancy/51426555?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Альтернативная Генерирующая Компания -1,hh.ru
36,Переводчик с английского и французского языков,https://hh.ru/vacancy/51286804?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО Гранат,hh.ru
37,Письменный переводчик юридических текстов со знанием английского языка (медицина/фармацевтика),https://hh.ru/vacancy/51404142?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,45000,45000,руб.,ООО Виалтек,hh.ru
38,Удаленный переводчик с английского на русский язык,https://hh.ru/vacancy/51402402?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,RWS,hh.ru
39,Переводчик (корейский и английский языки),https://hh.ru/vacancy/51382026?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Звезда-Хендэ,hh.ru
40,Переводчик-копирайтер со знанием английского языка,https://hh.ru/vacancy/50248911?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,500,500,USD,Cool.club,hh.ru
41,"Редактор переводов (английский, испанский)",https://hh.ru/vacancy/50965561?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,"АКМ-Вест, Бюро переводов",hh.ru
42,Переводчик с турецкого и английского языка,https://hh.ru/vacancy/51342317?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,82000,82000,руб.,ООО КИП-ЭЛЕКТРОМОНТАЖ,hh.ru
43,Менеджер в бюро переводов в Москве,https://hh.ru/vacancy/51341300?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,25000,25000,руб.,Города Переводов,hh.ru
44,Переводчик / менеджер проектов,https://hh.ru/vacancy/51328841?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,30000,30000,руб.,Бюро №1,hh.ru
45,Кассир-переводчик со знанием китайского языка,https://hh.ru/vacancy/50559790?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,ООО ГБТ,hh.ru
46,Dolmetscher/ Переводчик,https://hh.ru/vacancy/51323009?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,ООО ФЕРРОМОНТ РАША,hh.ru
47,Менеджер по работе с клиентами и дикторами в сфере дубляжа на иностранных языках,https://hh.ru/vacancy/51356108?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,45000,45000,руб.,ООО Деловой Звук,hh.ru
48,Секретарь-переводчик на буровой,https://hh.ru/vacancy/50914560?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО КСА ДОЙТАГ Раша,hh.ru
49,Технический переводчик (металлургия),https://hh.ru/vacancy/51428075?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Группа Компаний МетПром,hh.ru
50,Переводчик (ДП тяжелый вертолет),https://hh.ru/vacancy/51021534?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Акционерное общество Национальный центр вертолетостроения им. М.Л. Миля и Н.И. Камова,hh.ru
51,Переводчик,https://hh.ru/vacancy/49297834?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,"АЭМ-технологии, Инжиниринговая компания",hh.ru
52,Технический переводчик,https://hh.ru/vacancy/51315766?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Проектный офис по реализации инвестиционного проекта Освоение месторождения Ешлик-I АО Алмалыкский ГМК,hh.ru
53,Переводчик со знанием корейского языка (Translator for Seyoung RUS),https://hh.ru/vacancy/51501432?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,70000,70000,руб.,Торговый Отдел Посольства Республики Корея,hh.ru
54,Переводчик-редактор английского языка,https://hh.ru/vacancy/51397740?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,ООО Проф Транслейтинг,hh.ru
55,Переводчик с английского языка,https://hh.ru/vacancy/50901194?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,АО Карцемент,hh.ru
56,Переводчик,https://hh.ru/vacancy/50642690?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ПАО Троицкая Бумажная Фабрика,hh.ru
57,Референт-переводчик с английским языком,https://hh.ru/vacancy/50515066?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,56000,56000,руб.,ЕВРОПЕЙСКИЙ МЕДИЦИНСКИЙ ЦЕНТР,hh.ru
58,Переводчик с английского языка (English-Russian),https://hh.ru/vacancy/38520562?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,30000,30000,руб.,ООО Дэйтабридж,hh.ru
59,Технический переводчик (металлургия),https://hh.ru/vacancy/51428074?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Группа Компаний МетПром,hh.ru
60,Переводчик корейского языка,https://hh.ru/vacancy/51458368?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ТОО Osstem Implant,hh.ru
61,Переводчик с узбекского языка,https://hh.ru/vacancy/49559195?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,57000,57000,руб.,ООО СКС,hh.ru
62,Переводчик с английского языка,https://hh.ru/vacancy/51300108?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,"АО ""Полиметалл"",  Амурский филиал «Полиметалл Управляющая компания» ",hh.ru
63,Аккаунт-менеджер (отдел устных переводов),https://hh.ru/vacancy/50931167?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Effectiff,hh.ru
64,Переводчик корейского языка в финансовый департамент,https://hh.ru/vacancy/51169237?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Orion Group,hh.ru
65,Переводчик (английский язык),https://hh.ru/vacancy/51191373?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО БП Бизнес Линкерз,hh.ru
66,Стажер-переводчик английского языка,https://hh.ru/vacancy/51198661?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,24000,24000,руб.,RWS,hh.ru
67,Переводчик с турецкого и английского языка,https://hh.ru/vacancy/51342320?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,82000,82000,руб.,ООО КИП-ЭЛЕКТРОМОНТАЖ,hh.ru
68,Переводчик с английского языка,https://hh.ru/vacancy/50533712?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО Пром Снаб,hh.ru
69,Специалист со знанием иностранного языка,https://hh.ru/vacancy/50695447?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,30000,30000,руб.,Куренная Алёна Игоревна,hh.ru
70,Секретарь на ресепшен (билингв русский - испанский),https://hh.ru/vacancy/50951319?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,70000,70000,руб.,Нек. орг. Посольство Боливарианской Республики Венесуэлы,hh.ru
71,Переводчик узбекского языка,https://hh.ru/vacancy/51405531?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,10000,10000,руб.,ИП Яблокова Анастасия Геннадьевна,hh.ru
72,Переводчик для экспата,https://hh.ru/vacancy/51182841?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,"СУЭК, Сибирская Угольная Энергетическая Компания",hh.ru
73,Референт-переводчик (Проспект мира),https://hh.ru/vacancy/50514283?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,руб.,ЕВРОПЕЙСКИЙ МЕДИЦИНСКИЙ ЦЕНТР,hh.ru
74,Менеджер в бюро переводов,https://hh.ru/vacancy/50671171?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,15000,15000,руб.,Города Переводов,hh.ru
75,Редактор-переводчик английского языка (нефтегазовая тематика),https://hh.ru/vacancy/47047309?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Переводческая компания ТРАНСТЕХ,hh.ru
76,Переводчик с английского языка,https://hh.ru/vacancy/51189884?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,70000,70000,руб.,ООО СТД,hh.ru
77,Переводчик-референт,https://hh.ru/vacancy/51153999?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,80000,80000,руб.,АРСТЕЛ,hh.ru
78,Менеджер-переводчик,https://hh.ru/vacancy/51246688?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,25000,25000,руб.,ИП Попова Евгения Вячеславовна,hh.ru
79,Переводчик с английского языка,https://hh.ru/vacancy/50918040?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Нижегороднефтегазпроект,hh.ru
80,Переводчик с английского на русский (ИТ + маркетинг),https://hh.ru/vacancy/51184420?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,AWATERA,hh.ru
81,Менеджер по логистике - переводчик с китайского языка,https://hh.ru/vacancy/50960434?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Севербоат,hh.ru
82,Переводчик английского языка,https://hh.ru/vacancy/49195156?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО ОХК Щекиноазот,hh.ru
83,Переводчик на китайский язык (маркетинг),https://hh.ru/vacancy/51266732?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,AWATERA,hh.ru
84,Переводчик рисунков,https://hh.ru/vacancy/50362257?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,25000,25000,руб.,АО Императорский фарфоровый завод,hh.ru
85,Переводчик английского языка,https://hh.ru/vacancy/49628320?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Нейрософт,hh.ru
86,Переводчик с вьетнамского языка,https://hh.ru/vacancy/49559211?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,57000,57000,руб.,ООО СКС,hh.ru
87,Переводчик с технического английского языка,https://hh.ru/vacancy/50322552?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО ИНВЕСТСТРОЙ,hh.ru
88,Переводчик китайского языка,https://hh.ru/vacancy/51342545?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ТОО Пардизан Стар НИСТГ,hh.ru
89,"Переводчик, специалист по импорту",https://hh.ru/vacancy/43551152?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,ООО РИ-Групп,hh.ru
90,Персональный ассистент\переводчик директора,https://hh.ru/vacancy/48341437?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Ренейссанс Хэви Индастрис,hh.ru
91,Специалист коммерческого отдела - переводчик (английский язык),https://hh.ru/vacancy/51212195?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Фармтехнология,hh.ru
92,"Secretary/Translator, SEK",https://hh.ru/vacancy/48612243?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Met T&S Ltd,hh.ru
